Train_ID,Train_Type,Current_Position,Delay_Min,Buffer_Min,Track_Availability,Stopping_Pattern,Section_Type,Speed_Limit,Decision,Hold_Station,Hold_Time,Reroute_Path,Additional_Time,Reason
T0242,Passenger,Station_38,40,0,Free,All Stops,Single-line,90,Allow Train T0242 to go first,,,,,
T0243,Express,Station_5,20,25,Free,All Stops,Single-line,100,Hold Train T0243,Station_19,22.0,,,
T0244,Freight,Station_8,2,53,Free,All Stops,Double-line,90,Reroute Train T0244,,,Station_14 → Section_49 → Station_29,5.0,Congestion
T0245,Freight,Station_6,42,30,Occupied,Skip,Double-line,90,Reroute Train T0245,,,Station_14 → Section_21 → Station_45,31.0,Congestion
T0246,Express,Station_20,118,28,Occupied,Skip,Single-line,60,Allow Train T0246 to go first,,,,,
T0247,Express,Section_37,44,46,Occupied,All Stops,Single-line,110,Reroute Train T0247,,,Station_46 → Section_33 → Station_27,6.0,Accident
T0248,Passenger,Station_38,12,35,Occupied,Skip,Double-line,110,Reroute Train T0248,,,Station_38 → Section_6 → Section_8,8.0,Weather
T0249,Freight,Station_3,83,7,Occupied,Skip,Double-line,120,Allow Train T0249 to go first,,,,,
T0250,Express,Station_15,80,48,Free,All Stops,Double-line,120,Allow Train T0250 to go first,,,,,
T0251,Express,Station_30,34,58,Occupied,All Stops,Double-line,80,Reroute Train T0251,,,Section_27 → Station_6 → Section_1,35.0,Accident
T0252,Freight,Station_44,54,35,Occupied,All Stops,Single-line,90,Allow Train T0252 to go first,,,,,
T0253,Passenger,Station_19,100,49,Free,Skip,Double-line,90,Reroute Train T0253,,,Section_27 → Section_6 → Section_12,13.0,Accident
T0254,Passenger,Section_49,22,11,Free,Skip,Single-line,90,Allow Train T0254 to go first,,,,,
T0255,Express,Section_32,82,42,Occupied,All Stops,Single-line,90,Hold Train T0255,Station_20,20.0,,,
T0256,Passenger,Station_39,69,18,Occupied,All Stops,Single-line,110,Hold Train T0256,Station_21,10.0,,,
T0257,Express,Station_30,68,14,Occupied,Skip,Double-line,60,Allow Train T0257 to go first,,,,,
T0258,Passenger,Station_43,93,22,Free,Skip,Single-line,120,Reroute Train T0258,,,Station_8 → Station_1 → Section_45,20.0,Weather
T0259,Express,Section_35,23,60,Free,Skip,Double-line,80,Reroute Train T0259,,,Station_19 → Section_32 → Section_10,36.0,Congestion
T0260,Passenger,Section_49,34,34,Free,All Stops,Double-line,120,Reroute Train T0260,,,Station_42 → Section_21 → Station_22,16.0,Accident
T0261,Express,Section_38,107,22,Free,All Stops,Single-line,100,Allow Train T0261 to go first,,,,,
T0262,Freight,Station_42,62,23,Free,All Stops,Single-line,60,Hold Train T0262,Station_4,21.0,,,
T0263,Freight,Station_7,46,19,Free,All Stops,Double-line,100,Hold Train T0263,Station_18,20.0,,,
T0264,Express,Section_48,46,40,Free,All Stops,Single-line,90,Hold Train T0264,Station_34,28.0,,,
T0265,Freight,Section_44,37,7,Occupied,Skip,Double-line,110,Hold Train T0265,Station_45,30.0,,,
T0266,Freight,Section_9,25,16,Occupied,Skip,Single-line,90,Allow Train T0266 to go first,,,,,
T0267,Passenger,Section_16,68,1,Free,Skip,Single-line,110,Allow Train T0267 to go first,,,,,
T0268,Passenger,Station_11,111,50,Free,Skip,Single-line,120,Reroute Train T0268,,,Section_27 → Station_24 → Section_5,7.0,Weather
T0269,Freight,Section_19,113,11,Free,All Stops,Single-line,100,Reroute Train T0269,,,Section_11 → Station_26 → Station_2,23.0,Weather
T0270,Express,Station_41,87,4,Occupied,Skip,Single-line,100,Reroute Train T0270,,,Station_40 → Section_3 → Station_42,18.0,Accident
T0271,Freight,Station_29,61,51,Free,Skip,Single-line,90,Hold Train T0271,Station_44,20.0,,,
T0272,Express,Station_38,35,55,Occupied,All Stops,Single-line,120,Hold Train T0272,Station_29,28.0,,,
T0273,Passenger,Station_21,75,51,Occupied,Skip,Double-line,80,Allow Train T0273 to go first,,,,,
T0274,Passenger,Station_18,75,38,Occupied,All Stops,Double-line,90,Hold Train T0274,Station_4,24.0,,,
T0275,Freight,Section_24,74,50,Free,Skip,Single-line,60,Reroute Train T0275,,,Section_27 → Section_21 → Station_44,35.0,Congestion
T0276,Freight,Station_3,68,57,Free,All Stops,Single-line,60,Reroute Train T0276,,,Station_11 → Section_20 → Section_27,31.0,Accident
T0277,Passenger,Station_22,83,18,Occupied,All Stops,Double-line,110,Reroute Train T0277,,,Section_29 → Section_43 → Section_9,28.0,Weather
T0278,Express,Section_22,116,56,Occupied,All Stops,Double-line,120,Reroute Train T0278,,,Section_24 → Station_45 → Section_47,38.0,Congestion
T0279,Freight,Section_45,14,53,Free,Skip,Single-line,60,Hold Train T0279,Station_48,23.0,,,
T0280,Passenger,Section_44,68,38,Free,Skip,Double-line,110,Reroute Train T0280,,,Station_25 → Section_32 → Section_28,33.0,Maintenance
T0281,Passenger,Station_2,118,21,Occupied,All Stops,Double-line,60,Hold Train T0281,Station_14,18.0,,,
T0282,Passenger,Section_48,111,10,Occupied,Skip,Single-line,80,Reroute Train T0282,,,Station_28 → Section_32 → Station_4,18.0,Accident
T0283,Passenger,Section_19,14,49,Free,Skip,Double-line,110,Allow Train T0283 to go first,,,,,
T0284,Passenger,Station_44,73,0,Free,Skip,Single-line,100,Hold Train T0284,Station_37,6.0,,,
T0285,Passenger,Station_41,18,35,Occupied,All Stops,Single-line,80,Hold Train T0285,Station_6,25.0,,,
T0286,Freight,Station_41,95,32,Free,All Stops,Single-line,120,Hold Train T0286,Station_13,9.0,,,
T0287,Freight,Section_1,2,47,Free,Skip,Single-line,110,Allow Train T0287 to go first,,,,,
T0288,Express,Station_32,109,34,Free,All Stops,Double-line,80,Reroute Train T0288,,,Station_41 → Station_45 → Station_16,20.0,Weather
T0289,Express,Section_24,7,44,Occupied,Skip,Single-line,60,Hold Train T0289,Station_21,6.0,,,
T0290,Express,Station_39,27,45,Occupied,Skip,Double-line,60,Hold Train T0290,Station_45,30.0,,,
T0291,Freight,Section_14,26,24,Occupied,Skip,Double-line,60,Allow Train T0291 to go first,,,,,
T0292,Freight,Station_45,65,46,Occupied,Skip,Single-line,90,Allow Train T0292 to go first,,,,,
T0293,Freight,Station_8,90,0,Occupied,All Stops,Double-line,60,Hold Train T0293,Station_41,14.0,,,
T0294,Passenger,Section_36,31,5,Occupied,All Stops,Double-line,80,Reroute Train T0294,,,Section_13 → Section_23 → Station_24,27.0,Accident
T0295,Express,Station_13,48,18,Free,All Stops,Single-line,120,Allow Train T0295 to go first,,,,,
T0296,Freight,Station_31,60,31,Free,All Stops,Single-line,80,Reroute Train T0296,,,Section_27 → Section_4 → Section_49,29.0,Weather
T0297,Express,Station_44,117,15,Occupied,Skip,Single-line,100,Hold Train T0297,Station_17,7.0,,,
T0298,Freight,Section_38,52,4,Free,Skip,Double-line,90,Reroute Train T0298,,,Station_27 → Station_43 → Section_19,24.0,Weather
T0299,Passenger,Station_6,47,7,Free,Skip,Single-line,80,Hold Train T0299,Station_14,5.0,,,
T0300,Passenger,Station_19,62,26,Free,All Stops,Single-line,110,Allow Train T0300 to go first,,,,,
T0301,Passenger,Section_32,33,43,Occupied,All Stops,Single-line,110,Reroute Train T0301,,,Station_30 → Section_26 → Station_41,18.0,Maintenance
T0302,Freight,Section_3,73,51,Free,All Stops,Double-line,100,Hold Train T0302,Station_45,29.0,,,
T0303,Freight,Section_28,80,44,Free,Skip,Single-line,110,Reroute Train T0303,,,Section_48 → Station_36 → Section_29,37.0,Weather
T0304,Passenger,Station_41,96,22,Free,Skip,Double-line,110,Reroute Train T0304,,,Section_9 → Station_18 → Section_13,12.0,Weather
T0305,Passenger,Station_26,2,41,Occupied,Skip,Single-line,100,Hold Train T0305,Station_50,28.0,,,
T0306,Express,Station_26,39,60,Free,Skip,Double-line,80,Reroute Train T0306,,,Section_11 → Section_7 → Section_34,27.0,Congestion
T0307,Freight,Station_30,27,25,Occupied,All Stops,Double-line,60,Hold Train T0307,Station_7,12.0,,,
T0308,Freight,Station_2,77,0,Free,All Stops,Single-line,110,Reroute Train T0308,,,Section_4 → Station_3 → Station_24,39.0,Congestion
T0309,Passenger,Station_18,44,16,Free,Skip,Double-line,60,Reroute Train T0309,,,Station_22 → Station_30 → Station_11,7.0,Accident
T0310,Passenger,Section_10,17,0,Occupied,All Stops,Single-line,60,Allow Train T0310 to go first,,,,,
T0311,Freight,Section_39,63,44,Occupied,Skip,Single-line,80,Hold Train T0311,Station_24,29.0,,,
T0312,Express,Section_21,82,4,Free,All Stops,Double-line,60,Reroute Train T0312,,,Station_19 → Section_47 → Station_36,39.0,Weather
T0313,Express,Section_26,93,47,Occupied,Skip,Double-line,90,Reroute Train T0313,,,Section_3 → Station_27 → Station_24,16.0,Accident
T0314,Express,Section_14,107,19,Free,Skip,Double-line,60,Hold Train T0314,Station_45,25.0,,,
T0315,Freight,Station_28,22,26,Free,Skip,Single-line,60,Allow Train T0315 to go first,,,,,
T0316,Passenger,Station_49,67,27,Free,All Stops,Single-line,60,Hold Train T0316,Station_1,9.0,,,
T0317,Freight,Section_2,57,44,Free,Skip,Single-line,60,Allow Train T0317 to go first,,,,,
T0318,Freight,Station_43,99,50,Free,All Stops,Double-line,120,Allow Train T0318 to go first,,,,,
T0319,Express,Section_24,46,12,Occupied,Skip,Single-line,90,Hold Train T0319,Station_31,24.0,,,
T0320,Passenger,Station_4,7,6,Occupied,Skip,Single-line,90,Reroute Train T0320,,,Station_2 → Station_4 → Section_10,18.0,Weather
T0321,Express,Station_25,96,49,Free,All Stops,Single-line,80,Allow Train T0321 to go first,,,,,
T0322,Express,Station_27,69,52,Occupied,Skip,Double-line,60,Reroute Train T0322,,,Station_50 → Section_14 → Station_19,16.0,Maintenance
T0323,Express,Station_33,40,55,Occupied,All Stops,Single-line,100,Allow Train T0323 to go first,,,,,
T0324,Freight,Station_22,70,51,Free,All Stops,Single-line,100,Hold Train T0324,Station_20,12.0,,,
T0325,Passenger,Station_7,18,52,Free,All Stops,Double-line,80,Allow Train T0325 to go first,,,,,
T0326,Passenger,Station_19,11,41,Occupied,Skip,Single-line,90,Allow Train T0326 to go first,,,,,
T0327,Express,Section_26,34,48,Free,Skip,Single-line,110,Hold Train T0327,Station_20,28.0,,,
T0328,Passenger,Section_11,113,11,Occupied,Skip,Single-line,120,Allow Train T0328 to go first,,,,,
T0329,Passenger,Section_33,80,22,Occupied,Skip,Single-line,80,Hold Train T0329,Station_27,7.0,,,
T0330,Freight,Section_10,77,52,Occupied,Skip,Single-line,90,Hold Train T0330,Station_45,16.0,,,
T0331,Freight,Section_20,44,7,Occupied,Skip,Single-line,60,Allow Train T0331 to go first,,,,,
T0332,Freight,Section_36,14,20,Free,Skip,Double-line,110,Hold Train T0332,Station_49,27.0,,,
T0333,Passenger,Section_44,77,51,Occupied,All Stops,Double-line,110,Hold Train T0333,Station_33,26.0,,,
T0334,Passenger,Station_17,27,29,Occupied,Skip,Single-line,110,Reroute Train T0334,,,Station_35 → Station_40 → Section_9,21.0,Maintenance
T0335,Freight,Section_46,29,28,Free,Skip,Single-line,100,Hold Train T0335,Station_40,23.0,,,
T0336,Express,Station_11,55,19,Free,Skip,Double-line,110,Reroute Train T0336,,,Section_43 → Section_48 → Section_18,17.0,Weather
T0337,Freight,Section_44,80,8,Free,All Stops,Single-line,90,Reroute Train T0337,,,Station_35 → Section_16 → Section_6,22.0,Weather
T0338,Express,Section_15,20,7,Free,All Stops,Double-line,90,Hold Train T0338,Station_12,9.0,,,
T0339,Freight,Station_2,21,4,Free,Skip,Double-line,120,Reroute Train T0339,,,Station_19 → Station_2 → Station_46,26.0,Maintenance
T0340,Express,Section_48,27,0,Free,Skip,Single-line,110,Reroute Train T0340,,,Station_49 → Station_32 → Station_38,30.0,Weather
T0341,Express,Section_26,14,39,Free,Skip,Single-line,60,Hold Train T0341,Station_8,17.0,,,
T0342,Express,Station_3,74,54,Free,All Stops,Single-line,80,Allow Train T0342 to go first,,,,,
T0343,Freight,Section_14,25,59,Occupied,All Stops,Single-line,100,Allow Train T0343 to go first,,,,,
T0344,Freight,Section_44,43,19,Free,All Stops,Double-line,90,Hold Train T0344,Station_16,6.0,,,
T0345,Express,Station_3,117,38,Occupied,Skip,Single-line,100,Allow Train T0345 to go first,,,,,
T0346,Express,Section_43,106,15,Occupied,Skip,Single-line,110,Allow Train T0346 to go first,,,,,
T0347,Passenger,Station_12,84,38,Occupied,All Stops,Double-line,110,Allow Train T0347 to go first,,,,,
T0348,Freight,Station_40,19,1,Free,All Stops,Single-line,60,Hold Train T0348,Station_14,15.0,,,
T0349,Express,Station_36,52,26,Free,All Stops,Double-line,100,Reroute Train T0349,,,Section_28 → Section_27 → Station_33,23.0,Accident
T0350,Passenger,Section_6,56,9,Free,Skip,Single-line,110,Allow Train T0350 to go first,,,,,
T0351,Passenger,Section_33,92,1,Free,Skip,Single-line,80,Reroute Train T0351,,,Station_29 → Section_16 → Section_8,23.0,Maintenance
T0352,Express,Section_1,18,2,Occupied,Skip,Double-line,90,Reroute Train T0352,,,Station_42 → Station_18 → Section_10,19.0,Accident
T0353,Freight,Station_25,52,19,Free,Skip,Double-line,100,Allow Train T0353 to go first,,,,,
T0354,Express,Station_38,11,10,Free,Skip,Double-line,60,Reroute Train T0354,,,Station_15 → Section_38 → Section_4,9.0,Congestion
T0355,Freight,Station_42,44,36,Free,All Stops,Double-line,60,Allow Train T0355 to go first,,,,,
T0356,Express,Section_10,77,11,Free,Skip,Double-line,100,Hold Train T0356,Station_2,6.0,,,
T0357,Express,Station_17,71,15,Free,All Stops,Single-line,60,Allow Train T0357 to go first,,,,,
T0358,Freight,Section_46,116,11,Free,Skip,Double-line,60,Hold Train T0358,Station_6,9.0,,,
T0359,Express,Section_34,115,16,Occupied,Skip,Double-line,120,Hold Train T0359,Station_28,29.0,,,
T0360,Passenger,Station_29,104,49,Occupied,All Stops,Double-line,120,Allow Train T0360 to go first,,,,,
T0361,Passenger,Section_34,22,57,Free,All Stops,Double-line,80,Reroute Train T0361,,,Station_39 → Station_50 → Station_4,11.0,Maintenance
T0362,Passenger,Station_31,0,23,Occupied,Skip,Double-line,100,Allow Train T0362 to go first,,,,,
T0363,Passenger,Station_31,44,35,Occupied,Skip,Double-line,100,Reroute Train T0363,,,Station_22 → Station_21 → Station_41,11.0,Congestion
T0364,Passenger,Section_36,23,25,Occupied,Skip,Double-line,100,Reroute Train T0364,,,Station_50 → Station_45 → Section_40,30.0,Congestion
T0365,Express,Station_36,9,59,Occupied,All Stops,Double-line,110,Hold Train T0365,Station_40,14.0,,,
T0366,Passenger,Section_10,106,5,Free,Skip,Single-line,90,Allow Train T0366 to go first,,,,,
T0367,Express,Section_3,119,6,Occupied,All Stops,Double-line,80,Allow Train T0367 to go first,,,,,
T0368,Express,Station_41,110,17,Free,All Stops,Single-line,90,Reroute Train T0368,,,Section_4 → Section_45 → Section_47,29.0,Congestion
T0369,Express,Station_20,11,21,Occupied,All Stops,Double-line,80,Hold Train T0369,Station_17,23.0,,,
T0370,Express,Station_3,51,42,Occupied,All Stops,Single-line,60,Allow Train T0370 to go first,,,,,
T0371,Freight,Section_41,78,31,Free,Skip,Single-line,100,Allow Train T0371 to go first,,,,,
T0372,Express,Section_36,54,14,Occupied,Skip,Double-line,120,Reroute Train T0372,,,Station_37 → Section_15 → Station_23,9.0,Accident
T0373,Freight,Section_4,68,1,Occupied,All Stops,Double-line,60,Hold Train T0373,Station_7,8.0,,,
T0374,Express,Station_24,11,10,Occupied,All Stops,Single-line,120,Reroute Train T0374,,,Station_36 → Station_11 → Section_43,16.0,Congestion
T0375,Express,Station_16,90,25,Free,All Stops,Double-line,60,Allow Train T0375 to go first,,,,,
T0376,Passenger,Station_19,12,45,Occupied,Skip,Single-line,80,Allow Train T0376 to go first,,,,,
T0377,Express,Section_40,25,6,Occupied,Skip,Single-line,60,Hold Train T0377,Station_3,5.0,,,
T0378,Express,Station_39,117,59,Occupied,Skip,Single-line,60,Reroute Train T0378,,,Section_14 → Section_46 → Station_13,34.0,Weather
T0379,Express,Section_50,95,6,Occupied,Skip,Double-line,120,Reroute Train T0379,,,Section_29 → Section_47 → Station_7,37.0,Accident
T0380,Express,Section_25,82,18,Occupied,All Stops,Double-line,60,Reroute Train T0380,,,Station_16 → Station_10 → Station_27,33.0,Accident
T0381,Express,Station_44,67,10,Free,Skip,Double-line,80,Reroute Train T0381,,,Section_18 → Section_37 → Section_7,38.0,Maintenance
T0382,Passenger,Station_18,99,29,Free,Skip,Double-line,60,Hold Train T0382,Station_7,18.0,,,
T0383,Express,Section_21,88,32,Free,All Stops,Single-line,80,Allow Train T0383 to go first,,,,,
T0384,Freight,Section_27,112,48,Occupied,All Stops,Double-line,100,Allow Train T0384 to go first,,,,,
T0385,Freight,Station_26,62,21,Free,Skip,Double-line,100,Reroute Train T0385,,,Station_14 → Station_1 → Station_24,23.0,Maintenance
T0386,Freight,Section_43,91,35,Occupied,All Stops,Double-line,110,Allow Train T0386 to go first,,,,,
T0387,Express,Station_22,83,16,Occupied,Skip,Single-line,80,Hold Train T0387,Station_12,10.0,,,
T0388,Express,Section_1,74,2,Occupied,All Stops,Double-line,100,Hold Train T0388,Station_26,26.0,,,
T0389,Passenger,Station_3,49,51,Occupied,All Stops,Single-line,100,Reroute Train T0389,,,Section_39 → Station_16 → Station_32,28.0,Congestion
T0390,Express,Station_42,7,47,Free,All Stops,Double-line,80,Hold Train T0390,Station_5,5.0,,,
T0391,Passenger,Station_2,27,12,Occupied,Skip,Double-line,80,Hold Train T0391,Station_14,27.0,,,
T0392,Freight,Section_39,14,39,Free,Skip,Double-line,110,Hold Train T0392,Station_33,7.0,,,
T0393,Express,Station_4,1,19,Free,All Stops,Single-line,60,Hold Train T0393,Station_15,6.0,,,
T0394,Express,Station_13,47,58,Free,All Stops,Double-line,120,Hold Train T0394,Station_49,30.0,,,
T0395,Freight,Section_21,49,44,Occupied,All Stops,Single-line,80,Reroute Train T0395,,,Section_29 → Station_43 → Station_30,24.0,Maintenance
T0396,Express,Station_1,41,1,Free,All Stops,Double-line,100,Hold Train T0396,Station_50,9.0,,,
T0397,Passenger,Section_15,104,51,Occupied,Skip,Double-line,100,Allow Train T0397 to go first,,,,,
T0398,Freight,Station_44,41,47,Free,Skip,Single-line,100,Hold Train T0398,Station_22,30.0,,,
T0399,Express,Station_18,29,37,Occupied,All Stops,Single-line,90,Hold Train T0399,Station_17,9.0,,,
T0400,Passenger,Section_32,5,48,Occupied,Skip,Single-line,120,Hold Train T0400,Station_2,9.0,,,
T0401,Passenger,Station_38,55,48,Occupied,All Stops,Double-line,100,Hold Train T0401,Station_10,6.0,,,
T0402,Passenger,Station_9,56,6,Free,All Stops,Single-line,60,Reroute Train T0402,,,Section_10 → Station_16 → Station_47,29.0,Accident
T0403,Freight,Section_12,68,41,Free,All Stops,Single-line,80,Allow Train T0403 to go first,,,,,
T0404,Passenger,Station_41,39,14,Free,Skip,Double-line,90,Allow Train T0404 to go first,,,,,
T0405,Passenger,Section_15,108,20,Occupied,Skip,Double-line,60,Allow Train T0405 to go first,,,,,
T0406,Freight,Station_23,42,16,Occupied,All Stops,Single-line,100,Allow Train T0406 to go first,,,,,
T0407,Freight,Section_17,106,19,Free,All Stops,Double-line,100,Hold Train T0407,Station_9,5.0,,,
T0408,Passenger,Section_34,114,24,Free,Skip,Double-line,60,Reroute Train T0408,,,Station_27 → Station_44 → Section_44,40.0,Weather
T0409,Passenger,Section_4,88,8,Occupied,Skip,Single-line,110,Hold Train T0409,Station_47,21.0,,,
T0410,Passenger,Section_28,6,26,Free,All Stops,Double-line,110,Reroute Train T0410,,,Station_30 → Station_23 → Station_8,26.0,Accident
